text,label
"the ring is on my hand, and the wreath is on my brow — satins and jewels grand, and many a rood of land, are all at my command, and i am happy now! he has loved me long and well, and, when he breathed his vow, i felt my bosom swell, for — the words were his who fell in the battle down the dell, and who is happy now! and he spoke to re-asure me, and he kissed my pallid brow — but a reverie came o’re me, and to the church-yard bore me, and i sighed to him before me, “o, i am happy now!” and thus they said i plighted an irrevocable vow — and my friends are all delighted that his love i have requited — and my mind is much benighted if i am not happy now! lo! the ring is on my hand, and the wreath is on my brow — satins and jewels grand, and many a rood of land, are all at my command, and i must be happy now! i have spoken — i have spoken — they have registered the vow — and though my faith be broken, and though my heart be broken, behold the golden token that proves me happy now! would god i could awaken! for i dream — i know not how! and my soul is sorely shaken, lest an evil step be taken, and the dead who is forsaken may not be happy now!",1
"sancta maria! turn thine eyes upon the sinner’s sacrifice of fervent prayer and humble love, from thy holy throne above. at morn, at noon, at twilight dim maria! thou hast heard my hymn. in joy and wo, in good and ill mother of god! be with me still. when my hours flew gently by, and no storms were in the sky, my soul, lest it should truant be thy love did guide to thine and thee. now, when clouds of fate o’ercast all my present, and my past, let my future radiant shine with sweet hopes of thee and thine.",1
"lone ampitheatre! grey coliseum! type of the antique rome! rich reliquary of lofty contemplation left to time by buried centuries of pomp and power! at length, at length — after so many days of weary pilgrimage, and burning thirst, (thirst for the springs of lore that in thee lie,) i kneel, an altered, and an humble man, amid thy shadows, and so drink within my very soul thy grandeur, gloom, and glory. vastness! and age! and memories of eld! silence and desolation! and dim night! gaunt vestibules! and phantom-peopled aisles! i feel ye now: i feel ye in your strength! o spells more sure than e’er judæan king taught in the gardens of gethsemane! o charms more potent than the rapt chaldee ever drew down from out the quiet stars! here, where a hero fell, a column falls: here, where the mimic eagle glared in gold, a midnight vigil holds the swarthy bat: here, where the dames of rome their yellow hair wav’d to the wind, now wave the reed and thistle: here, where on ivory couch the cæsar sate, on bed of moss lies gloating the foul adder: here, where on golden throne the monarch loll’d, glides spectre-like unto his marble home, lit by the wan light of the horned moon, the swift and silent lizard of the stones. these crumbling walls; these tottering arcades; these mouldering plinths; these sad, and blacken’d shafts; these vague entablatures; this broken frieze; these shattered cornices; this wreck; this ruin; these stones, alas! — these grey stones — are they all; all of the great and the colossal left by the corrosive hours to fate and me? “not all,” — the echoes answer me; “not all: prophetic sounds, and loud, arise forever from us, and from all ruin, unto the wise, as in old days from memnon to the sun. we rule the hearts of mightiest men: — we rule with a despotic sway all giant minds. we are not desolate — we pallid stones; not all our power is gone; not all our fame; not all the magic of our high renown; not all the wonder that encircles us; not all the mysteries that in us lie; not all the memories that hang upon, and cling around about us now and ever, and clothe us in a robe of more than glory.”",1
"lo! ’tis a gala night within the lonesome latter years — a mystic throng, bewinged, bedight in veils and drowned in tears, sit in a theatre to see a play of hopes and fears, while the orchestra breathes fitfully the music of the spheres. mimes, in the form of god on high, mutter and mumble low, and hither and thither fly — mere puppets they, who come and go at bidding of vast shadowy things that shift the scenery to and fro, flapping from out their condor wings invisible wo! that motley drama — oh, be sure it shall not be forgot! with its phantom chased forevermore, by a crowd that seize it not through a circle that ever returneth in to the self-same spot, and much of madness and more of sin, and horror the soul of the plot. but see, amid the mimic rout, a crawling shape intrude! a blood-red thing that writhes from out the scenic solitude! it writhes! — it writhes! — with mortal pangs the mimes become its food, and the angels sob at vermin fangs in human gore imbued! out — out are the lights — out all! and, over each dying form, the curtain, a funeral pall, comes down with the rush of a storm, and the seraphs, all haggard and wan, uprising, unveiling, affirm that the play is the tragedy “man,” its hero the conqueror worm.",1
"the only king by right divine is ellen king, and were she mine i’d strive for liberty no more, but hug the glorious chains i wore. her bosom is an ivory throne, where tyrant virtue reigns alone; no subject vice dare interfere, to check the power that governs here. o! would she deign to rule my fate, i’d worship kings and kingly state, and hold this maxim all life long, the king — my king — can do no wrong.",1
"lo! death hath rear’d himself a throne in a strange city, all alone, far down within the dim west — and the good, and the bad, and the worst, and the best, have gone to their eternal rest. there shrines, and palaces, and towers are — not like any thing of ours — o! no — o! no — ours never loom to heaven with that ungodly gloom! time-eaten towers that tremble not! around, by lifting winds forgot, resignedly beneath the sky the melancholy waters lie. a heaven that god doth not contemn with stars is like a diadem — we liken our ladies’ eyes to them — but there! that everlasting pall! it would be mockery to call such dreariness a heaven at all. yet tho’ no holy rays come down on the long night-time of that town, light from the lurid, deep sea streams up the turrets silently — up thrones — up long-forgotten bowers of sculptur’d ivy and stone flowers — up domes — up spires — up kingly halls — up fanes — up babylon-like walls — up many a melancholy shrine whose entablatures intertwine the mask the — the viol — and the vine. there open temples — open graves are on a level with the waves — but not the riches there that lie in each idol’s diamond eye. not the gaily-jewell’d dead tempt the waters from their bed: for no ripples curl, alas! along that wilderness of glass — no swellings hint that winds may be upon a far-off happier sea: so blend the turrets and shadows there that all seem pendulous in air, while from the high towers of the town death looks gigantically down. but lo! a stir is in the air! the wave! there is a ripple there! as if the towers had thrown aside, in slightly sinking, the dull tide — as if the turret-tops had given a vacuum in the filmy heaven: the waves have now a redder glow — the very hours are breathing low — and when, amid no earthly moans, down, down that town shall settle hence, hell rising from a thousand thrones shall do it reverence, and death to some more happy clime shall give his undivided time.",1
"in visions of the dark night i have dream’d of joy departed — but a waking dream of life and light hath left me broken hearted: and what is not a dream by day to him whose eyes are cast on things around him with a ray turn’d back upon the past? that holy dream — that holy dream, while all the world were chiding, hath cheer’d me as a lovely beam a lonely spirit guiding: what tho’ that light, thro’ storm and night so trembled from afar — what could there be more purely bright in truth’s day-star? —",1
"by a route obscure and lonely, haunted by ill angels only, where an eidolon, named night, on a black throne reigns upright, i have reached these lands but newly from an ultimate dim thule — from a wild weird clime, that lieth, sublime, out of space — out of time. bottomless vales and boundless floods, and chasms, and caves, and titan woods, with forms that no man can discover for the dews that drip all over; mountains toppling evermore into seas without a shore; seas that restlessly aspire, surging, unto skies of fire; lakes that endlessly outspread their lone waters, lone and dead, — their still waters, still and chilly with the snows of the lolling lily. by a route obscure and lonely, haunted by ill angels only, where an eidolon, named night, on a black throne reigns upright, i have reached my home but newly from this ultimate dim thule. by the lakes that thus outspread their lone waters, lone and dead, — their sad waters, sad and chilly with the snows of the lolling lily, — by the mountain — near the river murmuring lowly, murmuring ever, — by the gray woods, — by the swamp where the toad and the newt encamp, — by the dismal tarns and pools where dwell the ghouls, — by each spot the most unholy — in each nook most melancholy, — there the traveler meets aghast sheeted memories of the past — shrouded forms that start and sigh as they pass the wanderer by — white-robed forms of friends long given, in agony, to the worms, and heaven. by a route obscure and lonely, haunted by ill angels only, where an eidolon, named night, on a black throne reigns upright, i have journeyed home but newly from this ultimate dim thule. for the heart whose woes are legion ’t is a peaceful, soothing region — for the spirit that walks in shadow ’t is — oh ’t is an eldorado! but the traveler, traveling through it, may not — dare not openly view it; never its mysteries are exposed to the weak human eye unclosed; so wills the king, who hath forbid the uplifting of the fringéd lid; and thus the sad soul that here passes beholds it but through darkened glasses. by a route obscure and lonely, haunted by ill angels only, where an eidolon, named night, on a black throne reigns upright, i have wandered home but newly from this ultimate dim thule.",1
"oh! that my young life were a lasting dream! my spirit not awak’ning, till the beam of an eternity should bring the morrow. yes! tho’ that long dream were of hopeless sorrow. ’twere better than the cold reality of waking life, to him whose heart must be, and hath been still, upon the lovely earth, a chaos of deep passion, from his birth. but should it be — that dream eternally continuing — as dreams have been to me in my young boyhood — should it thus be giv’n ’twere folly still to hope for higher heav’n. for i have revell’d when the sun was bright in the summer sky, in dreams of living light. and loveliness, — have left my very heart in climes of my imaginings apart from mine own home, with beings that have been of mine own thought — what more could i have seen? ’twas once — and only once — and the wild hour from my remembrance shall not pass — some pow’r or spell had bound me — ’twas the chilly wind came o’er me in the night, and left behind its image on my spirit — or the moon shone on my slumbers in her lofty noon too coldly — or the stars — howe’er it was that dream was as that night-wind — let it pass. i have been happy, tho’ in a dream. i have been happy — and i love the theme: dreams! in their vivid colouring of life as in that fleeting, shadowy, misty strife of semblance with reality which brings to the delirious eye, more lovely things of paradise and love — and all our own! than young hope in his sunniest hour hath known.",1
"take this kiss upon thy brow! and, in parting from you now, thus much let me avow — you are not wrong, who deem that my days have been a dream; yet if hope has flown away in a night, or in a day, in a vision, or in none, is it therefore the less gone? all that we see or seem is but a dream within a dream. i stand amid the roar of a surf-tormented shore, and i hold within my hand grains of the golden sand — how few! yet how they creep through my fingers to the deep, while i weep — while i weep! o, god! can i not grasp them with a tighter clasp? o, god! can i not save one from the pitiless wave? is all that we see or seem but a dream within a dream?",1
"gaily bedight, a gallant knight, in sunshine and in shadow, had journeyed long, singing a song, in search of eldorado. but he grew old — this knight so bold — and o’er his heart a shadow fell, as he found no spot of ground that looked like eldorado. and, as his strength failed him at length, he met a pilgrim shadow — “shadow,” said he, “where can it be — this land of eldorado?” “over the mountains of the moon, down the valley of the shadow, ride, boldly ride,” the shade replied, — “if you seek for eldorado!”",1
"elizabeth — it surely is most fit (logic and common usage so commanding) in thy own book that first thy name be writ, zeno and other sages notwithstanding: and i have other reasons for so doing besides my innate love of contradiction: each poet — if a poet — in pursuing the muses thro’ their bowers of truth or fiction, has studied very little of his part, read nothing, written less — in short’s a fool endued with neither soul, nor sense, nor art, being ignorant of one important rule, employed in even the theses of the school — called —— i forget the heathenish greek name — (called any thing, its meaning is the same) “always write first things uppermost in the heart”",1
"i dwelt alone in a world of moan, and my soul was a stagnant tide till the fair and gentle eulalie became my blushing bride — till the yellow-haired young eulalie became my smiling bride. and ah! less bright the stars of the night than the eyes of the radiant girl, and never a flake their lustre can make of the vapor and gold and pearl can vie with the sweet young eulalie’s most unregarded curl — can compare with the bright-eyed eulalie’s most humble and careless curl. now doubt — now pain come never again, for her soul gives me sigh for sigh, and all day long shines bright and strong astarté within the sky, and ever to it dear eulalie upturns her matron eye — and ever to it young eulalie upturns her violet eye.",1
"’twas noontide of summer, and mid-time of night; and stars, in their orbits, shone pale, thro’ the light of the brighter, cold moon, ’mid planets her slaves, herself in the heavens, her beam on the waves. i gaz’d awhile on her cold smile; too cold — too cold for me — there pass’d, as a shroud, a fleecy cloud, and i turn’d away to thee, proud evening star, in thy glory afar, and dearer thy beam shall be; for joy to my heart is the proud part thou bearest in heav’n at night, and more i admire thy distant fire, than that colder, lowly light.",1
"dim vales — and shadowy floods — and cloudy-looking woods, whose forms we can’t discover for the tears that drip all over. huge moons there wax and wane — again — again — again — ev’ry moment of the night — for ever changing places — and they put out the star-light with the breath from their pale faces; about twelve by the moon-dial one, more filmy than the rest [a sort which, upon trial, they have found to be the best] comes down — still down — and down with its centre on the crown of a mountain’s eminence, while its wide circumference in easy drapery falls over hamlets, and rich halls, wherever they may be — o’er the strange woods — o’er the sea — over spirits on the wing over every drowsy thing — and buries them up quite in a labyrinth of light — and then, how deep! o! deep! is the passion of their sleep! in the morning they arise, and their moony covering is soaring in the skies, with the tempests as they toss, like —— almost any thing — or a yellow albatross. they use that moon no more for the same end as before — videlicet a tent — which i think extravagant: its atomies, however, into a shower dissever, of which those butterflies, of earth, who seek the skies, and so come down again, (the unbelieving things!) have brought a specimen upon their quivering wings.",1
"the dying swan by northern lakes sings its wild death song, sweet and clear, and as the solemn music breaks o’er hill and glen dissolves in air; thus musical thy soft voice came, thus trembled on thy tongue my name. like sunburst through the ebon cloud, which veils the solemn midnight sky, piercing cold evening’s sable shroud, thus came the first glance of that eye; but like the adamantine rock, my spirit met and braved the shock. let memory the boy recall who laid his heart upon thy shrine, when far away his footsteps fall, think that he deem’d thy charms divine; a victim on love’s altar slain, by witching eyes which looked disdain.",1
